dateSold,lotAreaValue,priceChange,zestimate,initialPrice,bedrooms,longitude,latitude,listingStatus,zpid,rent,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,street,city,state,zip,currentPrice,loadDate
,0.0,0.0,522100.0,498000,2,-121.755646,37.29201,FOR_SALE,19798595,3228.0,1,2.0,1223,USA,USD,,true,5546 Cribari Cir,San Jose,CA,95135,498000.0,2024-03-13
,0.0,0.0,631000.0,599888,2,-121.87198,37.352215,FOR_SALE,19569986,2695.0,1,2.0,849,USA,USD,,true,1207 Coyote Creek Ct,San Jose,CA,95116,599888.0,2024-03-13
,0.0,0.0,522100.0,498000,2,-121.755646,37.29201,FOR_SALE,19798595,3228.0,1,2.0,1223,USA,USD,,true,5546 Cribari Cir,San Jose,CA,95135,498000.0,2024-03-13
,0.0,0.0,631000.0,599888,2,-121.87198,37.352215,FOR_SALE,19569986,2695.0,1,2.0,849,USA,USD,,true,1207 Coyote Creek Ct,San Jose,CA,95116,599888.0,2024-03-13
,0.0,0.0,522100.0,498000,2,-121.755646,37.29201,FOR_SALE,19798595,3228.0,1,2.0,1223,USA,USD,,true,5546 Cribari Cir,San Jose,CA,95135,498000.0,2024-03-13
,0.0,0.0,631000.0,599888,2,-121.87198,37.352215,FOR_SALE,19569986,2695.0,1,2.0,849,USA,USD,,true,1207 Coyote Creek Ct,San Jose,CA,95116,599888.0,2024-03-13
